gss_code,gss_name,year,population,births,deaths,int_in,int_out,int_net,dom_in,dom_out,dom_net,total_change
E09000020,Kensington and Chelsea,2038,165445.208,1720.653,1218.32,5037.38,4629.403,407.976,11908.375,12167.045,-258.669,651.64
E09000020,Kensington and Chelsea,2039,166092.587,1736.485,1228.227,5037.38,4633.076,404.304,11934.121,12199.304,-265.183,647.379
E09000020,Kensington and Chelsea,2040,166731.397,1749.785,1237.323,5037.38,4636.56,400.82,11955.327,12229.799,-274.472,638.81
E09000020,Kensington and Chelsea,2041,167363.739,1761.455,1244.065,5037.38,4640.007,397.372,11978.195,12260.615,-282.42,632.342
E09000020,Kensington and Chelsea,2042,167991.47,1772.051,1250.535,5037.38,4644.14,393.24,12004.237,12291.263,-287.026,627.731
E09000020,Kensington and Chelsea,2043,168611.37,1781.344,1257.439,5037.38,4648.526,388.854,12028.818,12321.678,-292.859,619.9
E09000020,Kensington and Chelsea,2044,169217.778,1786.465,1265.838,5037.38,4653.005,384.375,12052.103,12350.696,-298.593,606.409
E09000020,Kensington and Chelsea,2045,169807.391,1790.278,1274.574,5037.38,4658.057,379.323,12073.374,12378.788,-305.414,589.612
E09000020,Kensington and Chelsea,2046,170380.819,1792.816,1282.094,5037.38,4663.351,374.028,12095.456,12406.778,-311.322,573.428
E09000020,Kensington and Chelsea,2047,170934.569,1794.166,1293.488,5037.38,4668.312,369.068,12117.156,12433.153,-315.996,553.75
E09000020,Kensington and Chelsea,2048,171470.237,1794.553,1304.912,5037.38,4673.812,363.568,12140.74,12458.28,-317.54,535.669
E09000020,Kensington and Chelsea,2049,171988.178,1794.385,1315.163,5037.38,4679.437,357.942,12164.169,12483.394,-319.224,517.94
E09000020,Kensington and Chelsea,2050,172487.131,1793.88,1326.339,5037.38,4685.612,351.767,12188.906,12509.261,-320.355,498.953
E09000021,Kingston upon Thames,2011,160398.313,2336,1019,4412.954,1689.641,2723.313,11972.162,12729.601,-757.439,3282.874
E09000021,Kingston upon Thames,2012,162608.807,2306,1014,3497.426,2622.931,874.495,12686.761,12667.07,19.692,2186.187
E09000021,Kingston upon Thames,2013,164969.326,2213,1097,3114.684,1815.166,1299.519,12280.985,12333.999,-53.014,2362.505
E09000021,Kingston upon Thames,2014,167205.292,2169,991,3301.575,2096.609,1204.966,12849.99,13037.998,-188.007,2194.958
E09000021,Kingston upon Thames,2015,170099.336,2314,1107,3670.828,1800.783,1870.044,12616.029,12842.001,-225.972,2851.072
E09000021,Kingston upon Thames,2016,171831.117,2277,1039,3605.434,2207.654,1397.781,12265.003,13143.001,-877.998,1757.782
E09000021,Kingston upon Thames,2017,172531.354,2238,1061,3191.995,2160.757,1031.238,13125.991,14653.002,-1527.011,681.227
E09000021,Kingston upon Thames,2018,172904.915,2089,1108,3447.591,2069.031,1378.561,13374.006,15395.995,-2021.989,337.571
E09000021,Kingston upon Thames,2019,174978.207,2156.023,1114.572,3541.949,1927.703,1614.245,12536.648,13119.052,-582.404,2073.292
E09000021,Kingston upon Thames,2020,176922.76,2168.892,1158.804,3541.949,1938.081,1603.868,12553.646,13223.05,-669.404,1944.553
E09000021,Kingston upon Thames,2021,178747.956,2165.655,1159.681,3541.949,1948.139,1593.81,12558.325,13332.913,-774.587,1825.196
E09000021,Kingston upon Thames,2022,180467.64,2161.945,1160.098,3541.949,1957.584,1584.365,12579.353,13445.881,-866.528,1719.684
E09000021,Kingston upon Thames,2023,182118.232,2164.684,1160.623,3541.949,1965.817,1576.131,12626.684,13556.286,-929.602,1650.591
E09000021,Kingston upon Thames,2024,183732.472,2174.46,1168.521,3541.949,1973.896,1568.053,12684.862,13644.614,-959.751,1614.241
E09000021,Kingston upon Thames,2025,185322.509,2185.714,1176.259,3541.949,1983.896,1558.053,12768.015,13745.486,-977.472,1590.037
E09000021,Kingston upon Thames,2026,186888.263,2197.718,1188.188,3541.949,1994.201,1547.747,12863.771,13855.295,-991.524,1565.754
E09000021,Kingston upon Thames,2027,188404.562,2210.278,1206.84,3541.949,2006.042,1535.907,12965.884,13988.93,-1023.046,1516.299
E09000021,Kingston upon Thames,2028,189881.711,2223.716,1222.289,3541.949,2018.035,1523.914,13055.494,14103.686,-1048.192,1477.149
E09000021,Kingston upon Thames,2029,191319.468,2237.678,1239.639,3541.949,2031.301,1510.647,13142.421,14213.351,-1070.93,1437.757
E09000021,Kingston upon Thames,2030,192716.947,2252.16,1256.206,3541.949,2045.033,1496.915,13233.963,14329.352,-1095.389,1397.48
E09000021,Kingston upon Thames,2031,194082.298,2267.23,1273.232,3541.949,2057.913,1484.036,13315.337,14428.021,-1112.684,1365.35
E09000021,Kingston upon Thames,2032,195405.772,2283.347,1294.453,3541.949,2071.352,1470.596,13366.631,14502.645,-1136.015,1323.475
E09000021,Kingston upon Thames,2033,196668.122,2300.57,1316.76,3541.949,2083.836,1458.113,13406.943,14586.517,-1179.574,1262.35
E09000021,Kingston upon Thames,2034,197880.378,2318.868,1340.624,3541.949,2095.17,1446.779,13448.2,14660.968,-1212.767,1212.256
E09000021,Kingston upon Thames,2035,199066.034,2338.246,1363.515,3541.949,2105.044,1436.904,13489.758,14715.738,-1225.98,1185.656
E09000021,Kingston upon Thames,2036,200221.064,2359.607,1389.633,3541.949,2113.913,1428.036,13512.527,14755.506,-1242.979,1155.031
E09000021,Kingston upon Thames,2037,201343.016,2382.728,1415.449,3541.949,2121.605,1420.344,13528.623,14794.293,-1265.67,1121.952
E09000021,Kingston upon Thames,2038,202457.94,2407.26,1435.606,3541.949,2127.818,1414.13,13567.084,14837.945,-1270.861,1114.924
E09000021,Kingston upon Thames,2039,203578.136,2431.606,1451.702,3541.949,2133.834,1408.114,13612.316,14880.139,-1267.823,1120.196
E09000021,Kingston upon Thames,2040,204699.001,2452.725,1464.004,3541.949,2139.401,1402.548,13649.221,14919.626,-1270.405,1120.865
E09000021,Kingston upon Thames,2041,205816.587,2471.395,1475.342,3541.949,2144.768,1397.181,13687.249,14962.898,-1275.648,1117.586
E09000021,Kingston upon Thames,2042,206923.366,2488.161,1485.87,3541.949,2150.37,1391.579,13724.56,15011.65,-1287.091,1106.78
E09000021,Kingston upon Thames,2043,208016.588,2502.47,1499.591,3541.949,2155.346,1386.603,13761.408,15057.668,-1296.26,1093.222
E09000021,Kingston upon Thames,2044,209088.871,2510.711,1514.054,3541.949,2160.552,1381.397,13796.296,15102.068,-1305.771,1072.283
E09000021,Kingston upon Thames,2045,210141.599,2516.662,1527.557,3541.949,2165.095,1376.854,13830.545,15143.775,-1313.23,1052.729
E09000021,Kingston upon Thames,2046,211168.845,2520.496,1544.851,3541.949,2169.759,1372.19,13864.762,15185.351,-1320.589,1027.245
E09000021,Kingston upon Thames,2047,212168.764,2522.324,1562.486,3541.949,2173.916,1368.033,13899.577,15227.528,-1327.951,999.92
E09000021,Kingston upon Thames,2048,213139.613,2522.608,1581.282,3541.949,2178.097,1363.851,13935.037,15269.366,-1334.329,970.848
E09000021,Kingston upon Thames,2049,214080.415,2521.972,1601.117,3541.949,2182.403,1359.546,13971.411,15311.01,-1339.598,940.802
E09000021,Kingston upon Thames,2050,214993.771,2520.897,1619.224,3541.949,2186.88,1355.069,14010.484,15353.869,-1343.385,913.356
E09000022,Lambeth,2011,304449.256,4877,1383,8949.2,6056.944,2892.256,28963.28,28876.671,86.609,6472.865
E09000022,Lambeth,2012,309930.139,4833,1369,8327.14,5883.257,2443.883,30069.695,30784.946,-715.251,5192.632
E09000022,Lambeth,2013,311719.842,4645,1366,7472,6463.297,1008.703,29058.993,31792.004,-2733.012,1554.692
E09000022,Lambeth,2014,315466.045,4571,1341,7315.54,4890.338,2425.202,30790.999,32698.999,-1908,3747.202
E09000022,Lambeth,2015,319048.092,4549,1419,7038.961,5076.914,1962.047,31838.035,33409.998,-1571.963,3520.085
E09000022,Lambeth,2016,320859.107,4410,1451,6784.496,5534.481,1250.015,32031.014,34447.005,-2415.992,1793.023
E09000022,Lambeth,2017,321554.017,4262,1398,6395.333,6369.423,25.91,34950.006,37135.998,-2185.993,703.918
E09000022,Lambeth,2018,322859.256,4083,1420,6581.13,5667.892,913.238,36269.018,38526.997,-2257.98,1318.259
E09000022,Lambeth,2019,325440.527,4522.867,1454.471,7419.08,5898.389,1520.691,31591.535,33599.351,-2007.816,2581.271
E09000022,Lambeth,2020,327896.493,4577.217,1517.382,7419.08,5922.61,1496.47,31663.667,33764.006,-2100.339,2455.966
E09000022,Lambeth,2021,330233.426,4586.451,1520.039,7419.08,5949.945,1469.135,31702.93,33901.544,-2198.614,2336.933
E09000022,Lambeth,2022,332417.538,4587.843,1525.923,7419.08,5974.847,1444.234,31714.309,34036.35,-2322.041,2184.112
E09000022,Lambeth,2023,334465.191,4598.074,1535.567,7419.08,5992.024,1427.056,31701.122,34143.032,-2441.91,2047.653
E09000022,Lambeth,2024,336409.884,4619.501,1541.946,7419.08,6010.599,1408.481,31684.127,34225.47,-2541.343,1944.693
E09000022,Lambeth,2025,338278.525,4639.234,1555.279,7419.08,6026.652,1392.428,31692.591,34300.333,-2607.742,1868.641
E09000022,Lambeth,2026,340112.722,4657.937,1571.607,7419.08,6042.587,1376.493,31750.767,34379.394,-2628.627,1834.196
E09000022,Lambeth,2027,341963.155,4675.54,1586.319,7419.08,6059.239,1359.841,31862.445,34461.073,-2598.628,1850.433
E09000022,Lambeth,2028,343873.144,4692.715,1601.413,7419.08,6082.247,1336.833,32021.051,34539.197,-2518.147,1909.989
E09000022,Lambeth,2029,345870.463,4710.613,1619.393,7419.08,6107.387,1311.693,32224.957,34630.55,-2405.593,1997.32
E09000022,Lambeth,2030,347965.197,4729.673,1638.652,7419.08,6135.588,1283.492,32458.78,34738.558,-2279.779,2094.733
E09000022,Lambeth,2031,350148.197,4749.644,1654.994,7419.08,6164.232,1254.849,32707.433,34873.931,-2166.498,2183
E09000022,Lambeth,2032,352393.693,4773.003,1674.974,7419.08,6194.473,1224.608,32944.602,35021.743,-2077.14,2245.496
E09000022,Lambeth,2033,354682.46,4799.496,1696.971,7419.08,6225.348,1193.732,33175.844,35183.335,-2007.491,2288.766
E09000022,Lambeth,2034,356987.629,4830.498,1721.294,7419.08,6252.844,1166.236,33389.78,35360.049,-1970.269,2305.17
E09000022,Lambeth,2035,359285.757,4866.561,1745.421,7419.08,6277.942,1141.138,33574.241,35538.391,-1964.15,2298.128
E09000022,Lambeth,2036,361532.754,4908.849,1769.347,7419.08,6300.985,1118.095,33708.698,35719.298,-2010.601,2246.998
E09000022,Lambeth,2037,363706.709,4956.757,1797.768,7419.08,6321.756,1097.324,33808.007,35890.366,-2082.359,2173.955
E09000022,Lambeth,2038,365785.318,5008.802,1823.031,7419.08,6340.9,1078.18,33883.633,36068.975,-2185.342,2078.609
E09000022,Lambeth,2039,367763.416,5061.503,1845.058,7419.08,6358.525,1060.555,33941.081,36239.984,-2298.903,1978.098
E09000022,Lambeth,2040,369634.877,5106.973,1869.206,7419.08,6375.326,1043.754,33974.953,36385.015,-2410.061,1871.46
E09000022,Lambeth,2041,371406.545,5146.305,1891.31,7419.08,6391.602,1027.478,34002.903,36513.707,-2510.804,1771.669
E09000022,Lambeth,2042,373104.931,5180.941,1914.191,7419.08,6406.963,1012.117,34045.021,36625.502,-2580.482,1698.386
E09000022,Lambeth,2043,374735.194,5210.227,1937.903,7419.08,6420.21,998.87,34088.984,36729.915,-2640.932,1630.263
E09000022,Lambeth,2044,376293.346,5226.597,1961.883,7419.08,6434.214,984.866,34132.841,36824.27,-2691.428,1558.152
E09000022,Lambeth,2045,377776.978,5237.874,1985.657,7419.08,6447.656,971.424,34169.549,36909.559,-2740.01,1483.632
E09000022,Lambeth,2046,379188.048,5244.585,2010.492,7419.08,6460.528,958.553,34205.918,36987.493,-2781.576,1411.07
E09000022,Lambeth,2047,380532.563,5247.317,2034.137,7419.08,6471.904,947.176,34244.13,37059.97,-2815.84,1344.515
E09000022,Lambeth,2048,381820.117,5247.125,2057.775,7419.08,6483.071,936.009,34286.292,37124.098,-2837.805,1287.554
E09000022,Lambeth,2049,383057.75,5245.648,2079.445,7419.08,6493.987,925.093,34331.767,37185.43,-2853.663,1237.633
E09000022,Lambeth,2050,384250.859,5243.716,2103.762,7419.08,6504.736,914.344,34384.54,37245.729,-2861.188,1193.11
E09000023,Lewisham,2011,276913.499,5018,1601,5934.854,3284.355,2650.499,19404.261,20757.168,-1352.907,4714.592
E09000023,Lewisham,2012,280997.93,4940,1489,5522.08,3447.65,2074.431,20756.449,22198.419,-1441.97,4083.461
E09000023,Lewisham,2013,283572.968,4951,1545,4255,3902.962,352.038,21186.984,22382,-1195.016,2563.022
E09000023,Lewisham,2014,288871.646,4753,1461,5485.836,2699.159,2786.678,22541.994,23329.002,-787.007,5291.67
E09000023,Lewisham,2015,292972.772,4763,1524,5474.665,3080.539,2394.126,22879.013,24415,-1535.987,4097.139
E09000023,Lewisham,2016,296621.678,4803,1496,5408.523,3212.616,2195.907,22916.019,24809.001,-1892.982,3609.924
E09000023,Lewisham,2017,298844.525,4731,1469,4779.303,3425.456,1353.847,24564.002,26959.001,-2394.999,2220.848
E09000023,Lewisham,2018,303247.11,4662,1632,7325.657,3207.072,4118.585,25064.004,27812,-2747.996,4400.589
E09000023,Lewisham,2019,306448.5,4750.286,1603.54,5338.192,3278.715,2059.477,22422.897,24427.731,-2004.834,3201.39
E09000023,Lewisham,2020,309560.375,4789.243,1666.834,5338.192,3284.807,2053.385,22497.141,24561.059,-2063.919,3111.875
E09000023,Lewisham,2021,312622.458,4788.748,1660.919,5338.192,3288.034,2050.157,22551.566,24667.469,-2115.903,3062.083
E09000023,Lewisham,2022,315561.413,4785.945,1658.856,5338.192,3297.192,2041,22592.635,24821.769,-2229.134,2938.955
E09000023,Lewisham,2023,318332.269,4793.893,1660.888,5338.192,3312.966,2025.226,22635.143,25022.517,-2387.374,2770.856
E09000023,Lewisham,2024,320953.241,4815.28,1666.248,5338.192,3332.737,2005.455,22687.505,25221.02,-2533.515,2620.972
E09000023,Lewisham,2025,323434.149,4835.14,1676.179,5338.192,3354.89,1983.302,22756.113,25417.468,-2661.355,2480.908
E09000023,Lewisham,2026,325849.116,4854.657,1688.05,5338.192,3375.383,1962.809,22845.104,25559.553,-2714.448,2414.968
E09000023,Lewisham,2027,328279.8,4872.944,1697.274,5338.192,3395.096,1943.096,22947.259,25635.342,-2688.083,2430.683
E09000023,Lewisham,2028,330709.932,4890.095,1714.289,5338.192,3413.731,1924.461,23055.217,25725.351,-2670.135,2430.132
E09000023,Lewisham,2029,333125.951,4910.216,1729.474,5338.192,3431.13,1907.062,23171.095,25842.88,-2671.785,2416.019
E09000023,Lewisham,2030,335533.018,4933.836,1746.386,5338.192,3448.184,1890.008,23296.185,25966.577,-2670.392,2407.067
E09000023,Lewisham,2031,337941.954,4959.978,1762.129,5338.192,3466.465,1871.727,23423.888,26084.527,-2660.639,2408.936
E09000023,Lewisham,2032,340349.707,4989.762,1781.26,5338.192,3484.796,1853.396,23542.867,26197.012,-2654.145,2407.752
E09000023,Lewisham,2033,342738.952,5022.385,1803.529,5338.192,3502.59,1835.602,23655.94,26321.153,-2665.213,2389.245
E09000023,Lewisham,2034,345110.646,5057.576,1827.783,5338.192,3518.335,1819.856,23767.051,26445.006,-2677.955,2371.694
E09000023,Lewisham,2035,347460.854,5095.609,1851.636,5338.192,3532.672,1805.52,23870.168,26569.453,-2699.285,2350.208
E09000023,Lewisham,2036,349781.107,5137.751,1879.205,5338.192,3546.821,1791.371,23963.243,26692.906,-2729.664,2320.253
E09000023,Lewisham,2037,352059.974,5183.498,1910.538,5338.192,3560.224,1777.967,24044.692,26816.753,-2772.061,2278.867
E09000023,Lewisham,2038,354302.732,5232.335,1938.442,5338.192,3572.731,1765.46,24129.439,26946.035,-2816.596,2242.758
E09000023,Lewisham,2039,356510.183,5280.882,1963.957,5338.192,3584.482,1753.71,24210.725,27073.909,-2863.184,2207.451
E09000023,Lewisham,2040,358675.558,5322.8,1988.623,5338.192,3596.111,1742.081,24282.903,27193.785,-2910.882,2165.375
E09000023,Lewisham,2041,360795.536,5359.836,2015.928,5338.192,3607.091,1731.101,24353.507,27308.538,-2955.031,2119.978
E09000023,Lewisham,2042,362865.147,5393.024,2042.407,5338.192,3618.027,1720.165,24419.918,27421.089,-3001.171,2069.611
E09000023,Lewisham,2043,364878.151,5421.695,2069.901,5338.192,3628.095,1710.097,24479.39,27528.277,-3048.887,2013.005
E09000023,Lewisham,2044,366819.89,5438.906,2099.987,5338.192,3637.789,1700.403,24533.099,27630.682,-3097.583,1941.739
E09000023,Lewisham,2045,368690.34,5452.105,2129.794,5338.192,3647.108,1691.083,24583.055,27725.999,-3142.944,1870.45
E09000023,Lewisham,2046,370484.741,5461.572,2161.542,5338.192,3656.326,1681.866,24628.949,27816.444,-3187.495,1794.401
E09000023,Lewisham,2047,372206.349,5467.402,2191.747,5338.192,3665.013,1673.179,24673.324,27900.549,-3227.225,1721.608
E09000023,Lewisham,2048,373858.548,5470.343,2220.492,5338.192,3673.609,1664.583,24716.621,27978.857,-3262.236,1652.198
E09000023,Lewisham,2049,375444.379,5471.532,2249.105,5338.192,3681.597,1656.595,24760.464,28053.654,-3293.19,1585.831
E09000023,Lewisham,2050,376967.303,5471.812,2277.137,5338.192,3689.472,1648.719,24805.882,28126.352,-3320.47,1522.923
E09000024,Merton,2011,200528.041,3543,1128,4113.046,2499.005,1614.041,14576.595,15447.15,-870.555,3158.485
E09000024,Merton,2012,204138.49,3507,1202,5131.45,3156,1975.45,15181.814,15864.503,-682.69,3597.76
E09000024,Merton,2013,205787.838,3474,1217,3200.07,2376.723,823.347,15099.987,16559.001,-1459.014,1621.333
E09000024,Merton,2014,206796.114,3308,1193,3828.743,2570.467,1258.276,15250.001,17615.002,-2365,1008.276
E09000024,Merton,2015,208032.981,3330,1301,3780.162,2513.295,1266.867,15224.024,17283.995,-2059.971,1235.896
E09000024,Merton,2016,208768.104,3362,1203,3933.691,2482.567,1451.123,14818.01,17692.999,-2874.989,735.134
E09000024,Merton,2017,208033.45,3168,1221,3580.365,2689.02,891.346,16218.996,19796.997,-3578.001,-739.655
E09000024,Merton,2018,207966.858,3160,1287,3229.48,2245.072,984.408,17065.011,20002.999,-2937.988,-80.58
E09000024,Merton,2019,210327.259,3021.991,1267.391,3960.701,2424.678,1536.023,15617.194,16547.415,-930.221,2360.401
E09000024,Merton,2020,212500.909,3048.768,1320.839,3960.701,2454.638,1506.063,15663.324,16723.666,-1060.342,2173.65
E09000024,Merton,2021,214548.766,3051.8,1312.939,3960.701,2481.906,1478.795,15689.668,16859.468,-1169.8,2047.856
E09000024,Merton,2022,216467.685,3055.155,1310.595,3960.701,2502.632,1458.069,15710.336,16994.046,-1283.71,1918.919
E09000024,Merton,2023,218258.705,3067.607,1311.543,3960.701,2521.848,1438.853,15724.431,17128.328,-1403.897,1791.02
E09000024,Merton,2024,219961.521,3089.704,1313.568,3960.701,2538.078,1422.623,15746.259,17242.203,-1495.943,1702.816
E09000024,Merton,2025,221591.526,3111.697,1320.74,3960.701,2554.33,1406.371,15775.781,17343.103,-1567.322,1630.006
E09000024,Merton,2026,223140.246,3133.407,1332.229,3960.701,2569.817,1390.883,15825.876,17469.218,-1643.342,1548.72
E09000024,Merton,2027,224629.452,3154.062,1344.143,3960.701,2587.955,1372.746,15885.504,17578.963,-1693.458,1489.206
E09000024,Merton,2028,226094.968,3174.347,1358.784,3960.701,2605.486,1355.215,15957.449,17662.711,-1705.261,1465.516
E09000024,Merton,2029,227533.819,3195.036,1371.385,3960.701,2624.855,1335.846,16040.018,17760.664,-1720.646,1438.851
E09000024,Merton,2030,228963.516,3216.594,1384.415,3960.701,2643.002,1317.699,16124.263,17844.445,-1720.181,1429.697
E09000024,Merton,2031,230387.612,3238.13,1398.144,3960.701,2660.933,1299.767,16212.48,17928.137,-1715.657,1424.096
E09000024,Merton,2032,231811.329,3260.554,1412.621,3960.701,2677.413,1283.287,16301.025,18008.529,-1707.503,1423.718
E09000024,Merton,2033,233237.988,3284.902,1427.909,3960.701,2693.254,1267.447,16391.148,18088.929,-1697.78,1426.658
E09000024,Merton,2034,234655.749,3310.562,1448.691,3960.701,2706.924,1253.777,16478.598,18176.485,-1697.886,1417.761
E09000024,Merton,2035,236059.221,3337.961,1468.325,3960.701,2719.133,1241.568,16554.978,18262.71,-1707.732,1403.472
E09000024,Merton,2036,237456.744,3368.407,1490.692,3960.701,2729.072,1231.629,16625.98,18337.801,-1711.821,1397.523
E09000024,Merton,2037,238831.026,3401.008,1516.925,3960.701,2737.193,1223.508,16689.544,18422.854,-1733.31,1374.282
E09000024,Merton,2038,240190.363,3435.841,1535.639,3960.701,2744.052,1216.648,16747.61,18505.123,-1757.513,1359.337
E09000024,Merton,2039,241536.584,3470.151,1552.375,3960.701,2749.609,1211.092,16802.637,18585.285,-1782.648,1346.221
E09000024,Merton,2040,242867.407,3499.488,1567.245,3960.701,2754.551,1206.15,16853.456,18661.026,-1807.57,1330.823
E09000024,Merton,2041,244186.198,3524.857,1580.089,3960.701,2759.419,1201.281,16904.253,18731.511,-1827.258,1318.791
E09000024,Merton,2042,245488.79,3547.147,1594.589,3960.701,2763.968,1196.733,16954.159,18800.857,-1846.698,1302.593
E09000024,Merton,2043,246769.236,3565.998,1609.83,3960.701,2768.829,1191.872,16999.832,18867.426,-1867.594,1280.446
E09000024,Merton,2044,248013.619,3576.818,1625.222,3960.701,2774.23,1186.471,17038.944,18932.627,-1893.683,1244.383
E09000024,Merton,2045,249219.42,3584.612,1641.906,3960.701,2779.359,1181.342,17073.88,18992.128,-1918.248,1205.801
E09000024,Merton,2046,250380.314,3589.618,1662.449,3960.701,2784.877,1175.823,17107.505,19049.604,-1942.099,1160.894
E09000024,Merton,2047,251497.396,3592.158,1681.476,3960.701,2790.317,1170.384,17139.393,19103.376,-1963.983,1117.082
E09000024,Merton,2048,252570.066,3592.891,1701.331,3960.701,2795.458,1165.243,17170.137,19154.269,-1984.133,1072.67
E09000024,Merton,2049,253598.437,3592.6,1721.484,3960.701,2800.659,1160.042,17200.186,19202.973,-2002.787,1028.371
E09000024,Merton,2050,254584.889,3591.759,1740.792,3960.701,2805.863,1154.838,17231.168,19250.52,-2019.353,986.452
E09000025,Newham,2011,310568.078,6332,1201,17280.82,4971.743,12309.078,15797.647,23221.906,-7424.259,10015.818
E09000025,Newham,2012,320312.058,6467,1295,16312.667,3373.687,12938.981,17318.204,25685.055,-8366.852,9744.129
E09000025,Newham,2013,323682.386,6260,1280,11331,4957.672,6373.328,17705.987,25713,-8007.013,3346.315
E09000025,Newham,2014,330386.374,6285,1193,14215.72,4074.732,10140.988,18678.006,27211.998,-8533.992,6698.996
E09000025,Newham,2015,337300.424,5998,1382,14021,4427.95,9593.05,19878.031,27151,-7272.969,6936.081
E09000025,Newham,2016,345326.853,6211,1294,14856.021,3978.592,10877.429,19553.016,27349,-7795.984,7998.444
E09000025,Newham,2017,348669.757,5979,1242,13047.759,4587.855,8459.904,21326.011,31175.001,-9848.991,3347.913
E09000025,Newham,2018,352365.997,5849,1425,12227.601,4006.36,8221.241,23626.007,32601.998,-8975.991,3669.25
E09000025,Newham,2019,357413.283,6041.734,1409.357,14683.759,4425.155,10258.604,19114.523,28958.218,-9843.696,5047.285
E09000025,Newham,2020,362197.929,6094.864,1478.853,14683.759,4469.254,10214.505,19195.191,29241.061,-10045.871,4784.646
E09000025,Newham,2021,366724.006,6090.884,1496.558,14683.759,4519.817,10163.942,19266.883,29499.072,-10232.189,4526.078
E09000025,Newham,2022,371008.075,6085.701,1511.717,14683.759,4559.889,10123.87,19329.86,29743.647,-10413.787,4284.068
E09000025,Newham,2023,375101.32,6102.553,1531.567,14683.759,4594.786,10088.973,19393.314,29960.028,-10566.714,4093.245
E09000025,Newham,2024,379040.991,6141.598,1551.526,14683.759,4628.864,10054.895,19464.669,30169.964,-10705.295,3939.671
E09000025,Newham,2025,382853.314,6181.758,1573.21,14683.759,4660.642,10023.117,19549.569,30368.91,-10819.341,3812.324
E09000025,Newham,2026,386549.544,6221.766,1596.786,14683.759,4689.612,9994.147,19648.212,30571.109,-10922.897,3696.229
E09000025,Newham,2027,390139.5,6262.618,1622.846,14683.759,4721.684,9962.075,19761.901,30773.79,-11011.89,3589.957
E09000025,Newham,2028,393647.154,6305.657,1648.22,14683.759,4752.639,9931.12,19879.166,30960.07,-11080.903,3507.654
E09000025,Newham,2029,397072.495,6351.789,1677.721,14683.759,4783.73,9900.029,20003.088,31151.845,-11148.757,3425.341
E09000025,Newham,2030,400431.88,6402.318,1702.921,14683.759,4815.121,9868.638,20135.07,31343.721,-11208.65,3359.385
E09000025,Newham,2031,403728.544,6456.195,1732.146,14683.759,4843.378,9840.38,20264.936,31532.701,-11267.765,3296.665
E09000025,Newham,2032,406961.729,6513.112,1763.58,14683.759,4872.23,9811.529,20387.897,31715.772,-11327.876,3233.185
E09000025,Newham,2033,410126.387,6572.653,1798.137,14683.759,4898.546,9785.213,20503.728,31898.799,-11395.071,3164.657
E09000025,Newham,2034,413229.377,6631.247,1829.47,14683.759,4922.724,9761.034,20613.68,32073.501,-11459.821,3102.99
E09000025,Newham,2035,416257.927,6687.589,1862.687,14683.759,4944.979,9738.779,20716.177,32251.308,-11535.131,3028.55
E09000025,Newham,2036,419202.881,6745.714,1900.753,14683.759,4965.44,9718.319,20805.634,32423.959,-11618.325,2944.954
E09000025,Newham,2037,422065.855,6803.138,1938.767,14683.759,4984.767,9698.992,20884.883,32585.272,-11700.389,2862.974
E09000025,Newham,2038,424852.159,6859.342,1972.613,14683.759,5001.917,9681.842,20963.663,32745.93,-11782.267,2786.304
E09000025,Newham,2039,427557.642,6911.274,2008.387,14683.759,5017.67,9666.089,21037.374,32900.866,-11863.492,2705.483
E09000025,Newham,2040,430173.682,6952.497,2043.34,14683.759,5032.333,9651.426,21103.198,33047.742,-11944.544,2616.04
E09000025,Newham,2041,432698.527,6985.124,2078.62,14683.759,5046.718,9637.041,21166.503,33185.203,-12018.701,2524.844
E09000025,Newham,2042,435132.269,7010.767,2113.817,14683.759,5059.988,9623.77,21226.599,33313.577,-12086.978,2433.742
E09000025,Newham,2043,437474.026,7029.719,2146.445,14683.759,5072.419,9611.34,21282.426,33435.283,-12152.856,2341.757
E09000025,Newham,2044,439717.72,7039.121,2178.741,14683.759,5084.953,9598.806,21334.19,33549.683,-12215.493,2243.693
E09000025,Newham,2045,441865.516,7046.209,2211.295,14683.759,5096.937,9586.822,21382.078,33656.018,-12273.94,2147.796
E09000025,Newham,2046,443919.991,7051.596,2245.497,14683.759,5108.593,9575.166,21427.614,33754.404,-12326.789,2054.475
E09000025,Newham,2047,445886.772,7055.472,2277.462,14683.759,5119.97,9563.788,21470.607,33845.624,-12375.017,1966.781
E09000025,Newham,2048,447774.874,7058.494,2306.128,14683.759,5130.648,9553.111,21513.749,33931.124,-12417.375,1888.101
E09000025,Newham,2049,449586.692,7061.434,2336.403,14683.759,5141.004,9542.755,21558.575,34014.543,-12455.968,1811.818
E09000025,Newham,2050,451329.863,7064.599,2364.375,14683.759,5151.456,9532.303,21604.244,34093.601,-12489.356,1743.171
E09000026,Redbridge,2011,281252.278,4541,1752,6277.582,2900.304,3377.278,16382.665,16467.763,-85.098,6081.18
E09000026,Redbridge,2012,283132.965,4769,1740,4319.196,3293.509,1025.687,16801.105,18982.555,-2181.45,1873.237
E09000026,Redbridge,2013,286626.199,4706,1805,3906.741,2029.508,1877.234,17491.998,18805.001,-1313.003,3465.231
E09000026,Redbridge,2014,291921.517,4592,1589,5568.002,1647.683,3920.318,18830.006,20451.998,-1621.991,5301.327
E09000026,Redbridge,2015,295655.612,4801,1841,5658.15,1976.055,3682.095,17949.027,20860.999,-2911.972,3730.123
